fid,name,type,addr1,addr2,lon,lat,tel,city,gugun,create_date,erdsgn
5997,대야 게이트볼장,전천후게이트볼장,전라북도 진안군 동향면 자산리 710-3 동향면 게이트볼장,동향면 생활체육관,127.5610796,35.82939073,063-430-2256,전북특별자치도,진안군,20061201,N
5998,대야1리 간이 운동기구,간이운동장,전라남도 완도군 완도읍 대야리 692-1,,126.7275952,34.36480778,061-550-5482,전라남도,완도군,20180227,N
5999,대야1리 마을회관 체육시설,간이운동장,경상북도 김천시 부항면 대야리 365-1,,127.9302436,36.01271623,054-421-2262,경상북도,김천시,20060101,N
6000,대야게이트볼장(군산국민체육센),전천후게이트볼장,전북특별자치도 군산시 대야면 산월리 795-1 군산국민체육센터,,126.8156551,35.95082912,063-454-5602,전북특별자치도,군산시,20101231,N
6001,대야게이트볼장(지경리),전천후게이트볼장,전북특별자치도 군산시 대야면 지경리 787-3,,126.8096103,35.94466431,063-454-5744,전북특별자치도,군산시,20091231,N
6002,대야동 배드민턴장,구기체육관,경기도 시흥시 대야동 81-1,,126.7874982,37.45757933,031-310-3159,경기도,시흥시,20130101,N
6003,대야동 인공암벽장,인공암벽장,경기도 시흥시 소래산길 11 (대야동),,126.7846941,37.44850647,,경기도,시흥시,20170110,N
6004,대야동 족구장,기타시설,경기도 시흥시 대야동 81-1,,126.7872293,37.45756803,031-310-3159,경기도,시흥시,20061201,N
6005,대야동 테니스장,테니스장,경기도 시흥시 은행로 246 (대야동),,126.7960777,37.44477124,031-310-3159,경기도,시흥시,19970401,N
6006,대야동게이트볼장,전천후게이트볼장,,군포시 대야미동 132-4,126.9198505,37.33048555,031-390-0639,경기도,군포시,20110601,N
6007,대야동배드민턴장,구기체육관,대야동 63-3,,126.927288,37.3176173,,경기도,시흥시,20161231,N
6008,대야리 체육시설,간이운동장,경상북도 김천시 부항면 대야리 760-1,,127.9167664,36.02166398,054-421-2256,경상북도,김천시,19000101,N
6009,대야리 체육시설,간이운동장,,,128.5475334,37.11770722,033-370-2152,강원특별자치도,영월군,20161231,N
6010,대야미4교하부체육시설(야구장),간이운동장,경기 군포시 대야미동 67-1,(답)일원,126.9203345,37.33588594,031-390-7727,경기도,군포시,20161101,N
6011,대야배수지 족구장,기타시설,경기도 시흥시 대야동 산170-46,대야동 산170-21번지,127.265434,36.49787653,031-310-3159,경기도,시흥시,19000101,N
6012,대야배수지(테니스장),테니스장,경기도 시흥시 대야동 332-80,,126.7829186,37.44971058,031-310-3159,경기도,시흥시,20090601,N
6013,대야배수지(풋살장),풋살장,경기도 시흥시 대야동 332-80,,126.7829186,37.44971058,031-310-3159,경기도,시흥시,20060601,N
6014,대야산성 등산로,간이운동장,경상남도 합천군 합천읍,,128.165995,35.560641,055-930-4011,경상남도,합천군,20161231,N
6015,대양게이트볼장,간이운동장,경상남도 합천군 대양면 덕정리 898-4 대양초등학교,,128.1731503,35.51731549,055-930-4475,경상남도,합천군,20100101,N
6016,대양리 동네체육시설,간이운동장,경기도 화성시 양감면,,126.948199,37.088127,,경기도,화성시,20161231,N
6017,대양면체육공원,간이운동장,경상남도 합천군 대양면,,128.174567,35.516053,055-930-4123,경상남도,합천군,20161231,N
6018,대연동 통일동산,간이운동장,부산광역시 남구 대연6동,,129.079514,35.13755,051-607-4372,부산광역시,남구,19000101,N
6019,대연샘약수터,간이운동장,부산광역시 남구 대연3동,,129.084399,35.15229,051-607-4372,부산광역시,남구,19000101,N
6020,대왕암공원,간이운동장,울산광역시 동구 일산동,,129.441722,35.493072,052-209-3754,울산광역시,동구,20161231,N
6021,대우상가아파트 도시계획도로 체력단련시설,간이운동장,경남 통영시 미수동 741-2,,128.3988738,34.82446611,055-650-4723,경상남도,통영시,20181207,N
6022,대우아파트,간이운동장,광주광역시 북구 일곡동,,126.894961,35.205559,062-510-1267,광주광역시,북구,20161231,N
6023,대우효령,간이운동장,서울특별시 서초구 방배3동,,126.993357,37.47982,02-525-1280,서울특별시,서초구,20161231,N
6024,대운마을 운동기구,간이운동장,전라남도 해남군 계곡면 반계리 405-1 대운리회관,(정자 옆),126.6378934,34.64886399,,전라남도,해남군,19000101,N
6025,대원2게이트볼장(갈곶동),기타시설,경기 오산시 원동 807-3,대원2게이트볼장(갈곶동),127.0707988,37.13175884,031-8036-7963,경기도,오산시,20040101,N
6026,대원3게이트볼장(밀머리로),기타시설,경기 오산시 원동 376-4,대원3게이트볼장(밀머리로),127.0741998,37.14021205,031-8036-7963,경기도,오산시,20050101,N
6027,대원7어린이공원,간이운동장,경북 경산시 진량읍 대원리 486,,128.8218973,35.85677421,053-810-6158,경상북도,경산시,20110101,N
6028,대원골쉼터,간이운동장,경기도 성남시 중원구 상대원2동,,127.158851,37.438627,031-729-6452,경기도,성남시,20161231,N
6029,대원공원  게이트볼장(상원정),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 상원정 게이트볼장,127.1485034,37.43303615,,경기도,성남시,20171218,N
6030,대원공원 게이트볼장(중동),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 중동 게이트볼장,127.1485034,37.43303615,,경기도,성남시,20171218,N
6031,대원공원 게이트볼장(중동터널위),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 중동터널 위 게이트볼장,127.1485034,37.43303615,,경기도,성남시,20171218,N
6032,대원공원 농구장,간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 농구장,127.1485034,37.43303615,,경기도,성남시,20171218,N
6033,대원공원 다목적구장,간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 다목적구장,127.1485034,37.43303615,,경기도,성남시,20171218,N
6034,대원공원 배드민턴장(상일),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 배드민턴장(상일),127.1485034,37.43303615,,경기도,성남시,20171218,N
6035,대원공원 배드민턴장(성룡),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),,127.1485034,37.43303615,,경기도,성남시,20171218,N
6036,대원공원 배드민턴장(신성남),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 배드민턴장(신성남),127.1485034,37.43303615,,경기도,성남시,20171218,N
6037,대원공원 배드민턴장(제4공영),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),,127.1485034,37.43303615,,경기도,성남시,20171218,N
6038,대원공원 배드민턴장(중원),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),대원공원 배드민턴장(중원),127.1485034,37.43303615,,경기도,성남시,20171218,N
6039,대원공원 배드민턴장(한성),간이운동장,경기도 성남시 중원구 시민로 41 (하대원동),,127.1485034,37.43303615,,경기도,성남시,20171218,N
6040,대원리 동네체육시설,간이운동장,경기도 파주시 조리읍,,126.809283,37.731525,031-940-5233,경기도,파주시,20161231,N
6041,대원마을체육시설,간이운동장,경상남도 밀양시 하남읍 수산리 362-32 대원동복지회관,,128.7266142,35.36694532,055-359-6262,경상남도,밀양시,20090101,N
6042,대원아파트 운동기구,간이운동장,강원특별자치도 정선군 고한읍 고한리 산261-15 대원주택,,128.8540892,37.20475315,033-560-2615,강원특별자치도,정선군,20151125,N
6043,대원테니스장,테니스장,성남동 56-1번지,,128.1166236,36.11946155,031-727-9941,경기도,성남시,19971220,N
6044,대월1리 정자각 간이운동기구,간이운동장,강원특별자치도 양구군 남면 죽리 571-1,대월1리 정자각,127.9913703,38.06890904,033-480-2319,강원특별자치도,양구군,20150302,N
6045,대월공원,간이운동장,인천광역시 부평구 갈산동 362-3,,126.7220953,37.50938121,,인천광역시,부평구,19920101,N
6046,대월면체육공원 다목적체육관,생활체육관,경기도 이천시 대월면 대흥리 489-8,,127.4755162,37.23327144,031-644-4315,경기도,이천시,19990101,N
6047,대월면체육공원 다목적체육관,생활체육관,경기도 이천시 대월면 대산로 125-52,,127.4755143,37.23327028,,경기도,이천시,20171124,N
6048,대월면체육공원 족구장,기타시설,경기도 이천시 대월면 대산로 125-52,,127.4755143,37.23327028,,경기도,이천시,20171124,N
6049,대월면체육공원 족구장,기타시설,경기도 이천시 대월면 대흥리 489-8,,127.4755162,37.23327144,031-644-4315,경기도,이천시,19990101,N
6050,대월면체육공원 축구장,축구장,이천시 대월면 대흥리 489,,127.475323,37.23224746,031-644-8603,경기도,이천시,20161231,N
6051,대월면체육공원 축구장,축구장,경기도 이천시 대월면 대흥리 489-8,,127.4755162,37.23327144,031-644-4315,경기도,이천시,19990101,N
6052,대월면체육공원 테니스장,테니스장,경기도 이천시 대월면 대흥리 489-8,,127.4755162,37.23327144,031-644-4315,경기도,이천시,19990101,N
6053,대월면체육공원 테니스장,테니스장,경기도 이천시 대월면 대산로 125-52,,127.4755143,37.23327028,031-644-4315,경기도,이천시,20171124,N
6054,대월초교 앞,간이운동장,인천광역시 강화군 강화읍 대월로 216,,126.490172,37.76056051,,인천광역시,강화군,20170524,N
6055,대율2리 동네체육시설,간이운동장,충청북도 청주시 청원구 북이면 대율리 276,,127.5267079,36.7401115,043-201-8653,충청북도,청주시,19990101,N
6056,대율경로당 체육시설,간이운동장,전라남도 신안군 대율길 49,,126.0669622,34.89624836,,전라남도,신안군,20180228,N
6057,대율리 158(고렴경로당),간이운동장,경상북도 김천시 지례면 대율리 158 고렴경로당,,128.0741115,35.98340995,054-420-7924,경상북도,김천시,20230501,N
6058,대율리(한밤)경로당,간이운동장,경상북도 김천시 지례면 대율리 426,,128.0572269,35.98467957,,경상북도,김천시,20200225,N
6059,대음1리 마을회관 배구대,간이운동장,충청남도 아산시 인주면,,126.85435,36.84969,041-540-2812,충청남도,아산시,20161231,N
6060,대의공설운동장,축구장,경상남도 의령군 대의면 마쌍리 733-8 공중화장실,,128.1015193,35.37113207,055-570-2422,경상남도,의령군,20131204,N
6061,대의공설운동장테니스장,간이운동장,경상남도 의령군 대의면 마쌍리 733-8 공중화장실,,128.1015193,35.37113207,055-570-2422,경상남도,의령군,20130101,N
6062,대이작 게이트볼장,전천후게이트볼장,인천광역시 옹진군 자월면 이작리 445 대이작 테니스장,,126.2598663,37.17232503,032-899-3756,인천광역시,옹진군,20171231,N
6063,대이작전망대 소규모체력단련기구,간이운동장,인천 옹진군 자월면 이작리 산 217,,126.2596942,37.17849613,032-899-2263,인천광역시,옹진군,20100501,N
6064,대이작해양생태관 소규모체력단련기구,간이운동장,인천광역시 옹진군 자월면 이작리 445 대이작 테니스장,,126.2602133,37.17237414,032-899-2263,인천광역시,옹진군,20100501,N
6065,대이초등학교 뒷편 체육시설,간이운동장,경상북도 포항시 남구 대잠동  469-14 이동현대홈타운아파트,,129.3451397,36.02389246,054-270-2804,경상북도,포항시,19000101,N
6066,대일2리마을회관체육시설,간이운동장,대구광역시 달성군 가창면 원정길 183-3,가창면 대일리 675번지 대일2리 마을회관,128.6340137,35.76443829,,대구광역시,달성군,20150101,N
6067,대일아파트 생활체육시설,간이운동장,전라남도 진도군 진도읍 교동2길 20 (대일아파트),,126.2569751,34.48389765,,전라남도,진도군,20130101,N
6068,대일주택,간이운동장,경상북도 안동시 운안동 435-27 대일주택,,128.7081641,36.57358483,054-840-4853,경상북도,안동시,20160101,N
6069,대자연게이트볼장,간이운동장,대전광역시 서구 관저1동,,127.337399,36.306139,042-543-3500,대전광역시,서구,20161231,N
6070,대자풋살장,풋살장,경기도 고양시 덕양구 대자동 산95-1,,126.8896608,37.69176213,031-909-9000,경기도,고양시,20081014,N
6071,대잠3공원 체육시설,간이운동장,경상북도 포항시 남구 대잠동  972-6,,129.3421858,36.01665215,054-270-2804,경상북도,포항시,19000101,N
6072,대잠동 팔각정 옆 체육시설,간이운동장,경상북도 포항시 남구 대잠동  761-4,,129.3389563,36.0103902,054-270-2804,경상북도,포항시,19000101,N
6073,대장동마을회관,간이운동장,경기도 부천시 오정구 대장동 138-5 대장동복지회관,,126.7827048,37.54321747,032-340-0895,경기도,부천시,20121001,N
6074,대장마을 운동기구,간이운동장,경남 산청군 금서면 매촌리 876,,127.8571457,35.41448788,055-970-8203,경상남도,산청군,20090101,N
6075,대장하수처리장 풋살장,간이운동장,경상북도 성주군 초전면 칠선리 527-3,,128.2634583,35.96866625,,경상북도,성주군,20161212,N
6076,대재리 야외 운동시설,간이운동장,경북 영천시 대창면 대재리 578,,128.9031186,35.87694816,054-339-7959,경상북도,영천시,20230516,N
6077,대저 제방 체육시설,간이운동장,부산 강서구 대저1동 1-20,,128.9813508,35.20761445,051-970-4121,부산광역시,강서구,19990101,N
6078,대저1동 하천숲 체육시설,간이운동장,부산 강서구 대저1동 279-10,,128.9918294,35.22933721,051-970-4121,부산광역시,강서구,19990101,N
6079,대저2동 26통 체육시설(5공비 부지),간이운동장,부산광역시 강서구 대저2동 1557,,128.9519901,35.18337764,051-970-4121,부산광역시,강서구,20190410,N
6080,대저2동 생활체육시설,간이운동장,부산광역시 강서구 대저2동 2626-1,,128.9593898,35.17191407,051-970-4122,부산광역시,강서구,20170302,N
6081,대저2동 생활체육시설(상수도사업본부 앞),간이운동장,부산광역시 강서구 대저2동,,128.959434,35.171922,051-970-4122,부산광역시,강서구,19990101,N
6082,대저생태공원파크골프장,골프장,부산 강서구 대저1동 1-5,,128.991446,35.2158481,051-310-6021,부산광역시,,19000101,N
6083,대저중고등학교 체육시설,간이운동장,부산광역시 강서구 대저2동,,128.956299,35.177577,051-970-4122,부산광역시,강서구,19990101,N
6084,대저중앙초등학교 체육시설,간이운동장,부산광역시 강서구 대저2동,,128.928115,35.156674,051-970-4122,부산광역시,강서구,19990101,N
6085,대저초등학교 체육시설,간이운동장,부산광역시 강서구 대저1동,,128.954872,35.215613,051-970-4124,부산광역시,강서구,19990101,N
6086,대전 1동 마을회관,간이운동장,경상북도 영천시 대전동 365-1,,128.9155625,35.9869358,053-812-0132,경상북도,영천시,20221125,N
6087,대전 1동 마을회관,간이운동장,경상북도 영천시 대전동 365-1,,128.9155625,35.9869358,054-333-6625,경상북도,영천시,20221118,N
6088,대전 게이트볼장,간이운동장,경상남도 진주시 금산면,,128.15683,35.184591,061-380-2809,경상남도,진주시,20161231,N
6089,대전1리 3.1기념관 앞 체육시설,간이운동장,경상북도 포항시 북구 송라면 대전리 292 대전1리마을회간,,129.3567119,36.25268983,054-270-2804,경상북도,포항시,19000101,N
6090,대전1리 동네체육시설,간이운동장,경북 상주시 외서면 대전리 400,,128.0198228,36.49104127,054-537-8914,경상북도,상주시,20230918,N
6091,대전1리(한밭)동네체육시설,간이운동장,경상북도 상주시 외서면 대전리 355,대전리355,128.0244594,36.49187185,054-537-8413,경상북도,상주시,20160601,N
6092,대전2리(도재이)동네체육시설,간이운동장,경상북도 상주시 외서면 대전리 155-2,대전리155-2,128.0027529,36.50435535,054-537-8413,경상북도,상주시,20180416,N
6093,대전3리(낙원동)동네체육시설,간이운동장,경상북도 상주시 외서면 대전리 57-47,대전리58-1,127.9630201,36.51521654,054-537-8413,경상북도,상주시,20160101,N
6094,대전3리(송죽동)동네체육시설,간이운동장,경상북도 상주시 외서면 대전리 394,대전리415,128.0311334,36.48697022,054-537-8413,경상북도,상주시,20010101,N
6095,대전게이트볼구장,전천후게이트볼장,전라남도 담양군 대전면 월본리 821-1,,126.8991745,35.27215451,061-380-2808,전라남도,담양군,20081029,N
6096,대전광역시장애인체육센터 (구: 장애인체육센터),생활체육관,대전광역시 유성구 덕명동 9-2 장애인체육시설,,127.3074569,36.35362157,042-724-3570,대전광역시,,20171218,Y
6097,대전리 경로당 게이트볼장,간이운동장,경기도 연천군 청산면 청창로326번길 57,대전2리 마을회관 내,127.1023773,38.0135054,031-839-2664,경기도,연천군,20161231,N
6098,대전리 황전마을 회관내 체육시설,간이운동장,충청북도 충주시 동량면 대전리 661,,127.9526594,37.0387412,043-850-2393,충청북도,충주시,19990101,N
6099,대전리간이운동기구,간이운동장,전라남도 영광군 백수읍,,126.397665,35.282386,063-350-5252,전라남도,영광군,20161231,N
6100,대전마을 체육시설,간이운동장,경상남도 밀양시 부북면 운전리 213-3,운전리 70-8,128.7271794,35.51366273,055-359-5780,경상남도,밀양시,20090602,N
6101,대전마을(2) 체육시설,간이운동장,경상남도 밀양시 부북면 운전리 469-10,,128.7300452,35.51095382,055-359-5780,경상남도,밀양시,20090101,N
6102,대전산간이운동기구,간이운동장,전라남도 영광군 백수읍,,126.430913,35.285656,063-350-5252,전라남도,영광군,20161231,N
6103,대전서구국민체육센터(서구국민체육센터),생활체육관,대전광역시 서구 정림서로 181 (정림동),,127.3629281,36.30388131,042-5838-8486,대전광역시,서구,20060628,N
6104,대전시립산성종합복지관수영장,수영장,대전 중구 산성동 120-18,,127.3826545,36.30381079,042-586-8033,대전광역시,,20161231,N
6105,대전시립수영장,간이운동장,대전광역시 중구 대사동,,127.429484,36.317863,02-222-4561,대전광역시,,20161231,N
6106,대전여자고등학교(대동),간이운동장,대전광역시 동구,,127.4548071,36.31176963,,대전광역시,동구,20171128,N
6107,대전역,간이운동장,봉덕동 산39-2,,128.6043914,35.82411495,,대구광역시,남구,20161231,N
6108,대전월드컵경기장,축구장,유성구 월드컵대로 32(노은동),,127.3235699,36.36195996,,대전광역시,,20010930,N
6109,대전월드컵경기장보조경기장,축구장,유성구 월드컵대로 32(노은동),,127.3235699,36.36195996,042-610-2922,대전광역시,,20010930,N
6110,대전중구국민체육센터(중구국민체육센터),생활체육관,대전광역시 중구 선화동  186-14 중구국민체육센터,,127.417304,36.32996243,042-606-6274,대전광역시,중구,20100902,Y
6111,대전중학교,간이운동장,대전광역시 중구 대흥동 361-2 대전중학교,,127.4248631,36.32076542,042-606-6273,대전광역시,중구,20130715,N
6112,대전하기중학교정문옆반석천변,간이운동장,대전광역시 유성구 하기동 521-8,,127.3229167,36.38507502,042-611-2038,대전광역시,유성구,20120101,N
6113,대정3통마을공터,간이운동장,대전 유성구 대정동 511-4,,127.3058264,36.31956839,042-611-2943,대전광역시,유성구,19960101,N
6114,대정문화체육센터,생활체육관,제주특별자치도 서귀포시 대정읍 동일리 3171,,126.2343521,33.2621009,064-760-3651,제주특별자치도,서귀포시,19971210,Y
6115,대정문화체육센터주경기장,육상경기장,제주특별자치도 서귀포시 대정읍 동일리 3171,,126.2343521,33.2621009,064-760-3651,제주특별자치도,서귀포시,19971210,Y
6116,대정숲 게이트볼장,간이운동장,경상북도 문경시 농암면 종곡리 536-1,,128.0044499,36.59453634,054-550-8763,경상북도,문경시,19990101,N
6117,대정여고 옆,간이운동장,제주특별자치도 서귀포시 대정읍,,126.252579,33.230376,064-760-4014,제주특별자치도,서귀포시,20161231,N
6118,대정전천후게이트볼장,전천후게이트볼장,제주특별자치도 서귀포시 대정읍 하모리 468-1 게이트볼장,,126.2561734,33.21777344,064-760-4018,제주특별자치도,서귀포시,20061228,Y
6119,대제당한의원,간이운동장,인천광역시 동구 송현동 98-456,,126.6349436,37.47453876,032-770-6124,인천광역시,동구,20200615,N
6120,대제마을회관,간이운동장,전라남도 장성군 서삼면 용흥리 313-17,,126.7632343,35.31732869,061-390-8477,전라남도,장성군,20190301,N
6121,대조1리 262-1,간이운동장,경상북도 경산시 하양읍 번답길 51-1,,128.8030039,35.88697946,,경상북도,경산시,20171017,N
6122,대조1리 회관,간이운동장,경상북도 경산시 하양읍 대조리 262-1 대리1리새마을회관,,128.8030081,35.88698796,053-804-7364,경상북도,경산시,20140101,N
6123,대조2리 회관,간이운동장,경상북도 경산시 하양읍 대조리 864-3 대조2리마을회관,,128.7959482,35.88912316,053-804-7364,경상북도,경산시,20170101,N
6124,대조어린이공원,간이운동장,서울특별시 은평구 대조동,,126.919573,37.615371,,서울특별시,은평구,20161231,N
6125,대종리 478-1,간이운동장,경상북도 경산시 용성면 육동로 550,,128.9046529,35.76459031,,경상북도,경산시,20171017,N
6126,대주1차아파트,간이운동장,광주광역시 남구 효덕동,,126.899844,35.120933,062-607-2841,광주광역시,남구,20161231,N
6127,대주2차아파트,간이운동장,광주광역시 남구 효덕동,,126.899387,35.121567,062-607-2841,광주광역시,남구,20161231,N
6128,대주게이트볼장,전천후게이트볼장,충청남도 아산시 신창면 행목리 248-3 대주아파트,,126.9537135,36.77772084,041-540-2396,충청남도,아산시,20200227,N
6129,대주아파트,간이운동장,광주광역시 북구 운암2동,,126.889741,35.173661,062-510-1267,광주광역시,북구,20161231,N
6130,대주파크빌 운동시설,간이운동장,경기도 광주시 초월읍,,127.309057,37.363956,031-760-4698,경기도,광주시,20161231,N
6131,대주파크빌아파트,간이운동장,대전광역시 동구,,127.4548071,36.31176963,,대전광역시,동구,20171128,N
6132,대죽 마을회관 앞 운동기구,간이운동장,전남 해남군 송지면 소죽리 1018-1,마을회관 앞,126.5353256,34.35798938,,전라남도,해남군,20180101,N
6133,대죽마을하수처리장 운동기구,간이운동장,전라북도 부안군 백산면 백산로 91,대죽리 495-1,126.7852999,35.68360189,063-580-4691,전북특별자치도,부안군,20170831,N
6134,대지상리마을(28통) 체육시설,간이운동장,부산광역시 강서구 대저1동 193-5,889,128.9900519,35.21825687,051-970-4121,부산광역시,강서구,19990101,N
6135,대지하리마을 체육시설,간이운동장,부산 강서구 대저1동 1639-5,,128.9518289,35.2153612,051-970-4121,부산광역시,강서구,20190409,N
6136,대진공원,간이운동장,서울특별시 강남구 일원2동,,127.078788,37.496073,02-3423-6244,서울특별시,강남구,20161231,N
6137,대진근린공원,간이운동장,서울특별시 강남구 개포동 13-1,,127.0786017,37.49558304,,서울특별시,강남구,20171109,N
6138,대진항 공연장 체육시설,간이운동장,강원특별자치도 고성군 현내면,,128.428648,38.503171,033-680-3716,강원특별자치도,고성군,20161231,N
6139,대창2동 공원 공영주차장,간이운동장,전라남도 장성군 장성읍 영천리 산200-12,,126.7835602,35.29806504,061-390-8477,전라남도,장성군,20230301,N
6140,대창면민복지회관 주민체력단련실,간이운동장,경상북도 영천시 대창면,,128.89682,35.87436,054-339-7962,경상북도,영천시,20161231,N
6141,대창아파트 동네체육시설,간이운동장,충청북도 청주시 청원구 율량동 1303,,127.482181,36.66757351,,충청북도,청주시,20170426,N
6142,대창어린이공원,간이운동장,서울특별시 도봉구 창4동,,127.052303,37.644381,02-2091-3756,서울특별시,도봉구,20161231,N
6143,대천1동 생활체육시설(공공도서관앞),간이운동장,충청남도 보령시 대천동 50,618-1,126.6015955,36.35241213,041-930-3332,충청남도,보령시,19990108,N
6144,대천1동 생활체육시설(철교옆),간이운동장,충청남도 보령시 대천동 618-190,618-184,126.5952319,36.34641776,041-930-3096,충청남도,보령시,19971128,N
6145,대천1동(공공도서관앞) 생활체육시설,간이운동장,충청남도 보령시 대천동  618-165,,126.598724,36.35101111,041-930-4953,충청남도,보령시,20161009,N
6146,대천1동(철교옆) 생활체육시설,간이운동장,충청남도 보령시 대천동  618-165,,126.598724,36.35101111,041-930-4953,충청남도,보령시,20161009,N
6147,대천2동(소미)게이트볼장,간이운동장,충청남도 보령시 대천동 480,,126.5832209,36.35813444,041-930-3332,충청남도,보령시,20200103,N
6148,대천2리 경로당,간이운동장,경상북도 영천시 화남면 대천리 425-3 대천2리마을회간,,128.9083928,36.04071558,054-339-7511,경상북도,영천시,20240513,N
6149,대천2리 마을회관 앞,간이운동장,충청북도 옥천군 옥천읍 대천길 130,,127.5611798,36.28251602,,충청북도,옥천군,20100108,N
6150,대천3동 생활체육시설(농구),간이운동장,충청남도 보령시 동대동  1607 동대3통노인회관,1607,126.6083392,36.348581,041-930-3332,충청남도,보령시,19911218,N
6151,대천공원,간이운동장,울산광역시 동구 화정동,,129.424438,35.497556,052-209-3745,울산광역시,동구,20161231,N
6152,대천공원 농구장,기타시설,부산광역시 해운대구 좌동 1393-1 대천공원4호화장실,,129.1686147,35.17970429,051-749-4494,부산광역시,해운대구,19000101,N
6153,대천동 수림지 파크골프장,기타시설,대구광역시 달서구 대천동 699,,128.5023898,35.8173663,053-667-2184,대구광역시,달서구,20180320,N
6154,대천리 생활체육시설,간이운동장,전라남도 진도군 지산면 지산사천길 9,,126.1546638,34.40483356,,전라남도,진도군,20150101,N
6155,대천마을 운동기구,간이운동장,경남 의령군 가례면 대천리 648,,128.2213271,35.32492809,055-570-4404,경상남도,의령군,20170101,N
6156,대천천 롤러스케이트 및 농구대,간이운동장,충청남도 보령시 대천동  618-34 시티타워,,126.5992375,36.35080376,041-930-4953,충청남도,보령시,20161009,N
6157,대천천 롤러스케이트장(동대배수펌프장옆),간이운동장,충청남도 보령시 동대동 739-7,983-127,126.6031625,36.35186582,041-930-4816,충청남도,보령시,19970814,N
6158,대천천 청소년농구장,간이운동장,충청남도 보령시 동대동 807-1,,126.6009557,36.34908295,041-930-3332,충청남도,보령시,20210628,N
6159,대천천 풋살장,간이운동장,충청남도 보령시 동대동 983-94,,126.6061662,36.35586553,041-930-3332,충청남도,보령시,20200623,N
6160,대천천변 그라운드골프장(태영아파트 앞),간이운동장,충청남도 보령시 대천동 630-2,618-186,126.5938313,36.34582183,041-930-4979,충청남도,보령시,20120501,N
6161,대천체육관,구기체육관,충청남도 보령시 죽정동 432-6 대천체육관,,126.6064984,36.35664587,041-930-3341,충청남도,보령시,19960131,N
6162,대천초 씨름경기장,간이운동장,충청남도 보령시 대천동  37-2 대천초등학교,,126.6006778,36.35411408,041-930-4953,충청남도,보령시,20161009,N
6163,대천초 씨름장,간이운동장,충청남도 보령시 대천동 37-2 대천초등학교,Feb-37,126.6006778,36.35411408,041-934-0116,충청남도,보령시,20060221,N
6164,대천파크골프장,간이운동장,충청남도 보령시 명천동 486-25,,126.5940772,36.34500666,041-930-3332,충청남도,보령시,20221125,N
6165,대청 군부대관사 소규모체력단련기구,간이운동장,인천광역시 옹진군 대청면 대청리 603-1,대청6리 사서함 603-1,124.6990455,37.83403892,032-899-3615,인천광역시,옹진군,20140101,N
6166,대청3리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 대청면 대청리 487-44 대청어민복지회관,,124.7070608,37.84555642,032-899-3615,인천광역시,옹진군,20100101,N
6167,대청4리경로당 소규모체력단련기구,간이운동장,인천 옹진군 대청면 대청리 산 281-19,,124.6871429,37.81351547,032-899-3615,인천광역시,옹진군,20180101,N
6168,대청5리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 대청면 대청리 190-1 고주동경로당,,124.7084379,37.81686031,032-899-3615,인천광역시,옹진군,20100101,N
6169,대청게이트볼장,전천후게이트볼장,인천광역시 옹진군 대청면 대청북로 55,,124.7074778,37.83971249,032-899-3613,인천광역시,옹진군,20091231,N
6170,대청공원,간이운동장,울산광역시 동구 대송동,,129.425145,35.499083,052-209-3745,울산광역시,동구,20161231,N
6171,대청공원,간이운동장,서울특별시 강남구 일원1동,,127.083375,37.492415,02-3423-6244,서울특별시,강남구,20161231,N
6172,대청근린공원,간이운동장,서울특별시 강남구 일원동 621,,127.0826513,37.49257812,,서울특별시,강남구,20171109,N
6173,대청면체육시설테니스장,테니스장,인천광역시 옹진군 대청면 대청북로 55-1,,124.7071397,37.83962663,032-899-3613,인천광역시,옹진군,20111231,N
6174,대청보건소 소규모체력단련기구,간이운동장,인천광역시 옹진군 대청면 대청리 373 대청보건지소,,124.715415,37.82443417,032-899-3615,인천광역시,옹진군,20100101,N
6175,대청재활용선별장 소규모체력단련기구,간이운동장,인천광역시 옹진군 대청면 대청리 469-10 대청목욕탕,,124.7074839,37.83973125,032-899-3615,인천광역시,옹진군,20100101,N
6176,대청종합운동장,축구장,인천광역시 옹진군 대청면 대청로 80,,124.71401,37.83253604,032-899-3613,인천광역시,옹진군,20121231,N
6177,대청풋살장,기타시설,인천광역시 옹진군 대청면 대청남로 53,,124.7139868,37.82077865,032-899-3613,인천광역시,옹진군,20131231,N
6178,대초경로당 체육시설,간이운동장,전라남도 신안군 증도면 대초길 1,,126.1577976,34.97654858,,전라남도,신안군,20180228,N
